ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0016556	mRNA modification	8/3844	46/22094	0.561180591107835	0.89999949735763	0.680771902259408	AT1G73530/AT5G14460/AT5G01160/AT1G34150/AT2G30320/AT3G54170/AT5G55740/AT4G09980	8
GO:0044038	cell wall macromolecule biosynthetic process	16/3844	93/22094	0.562550740013171	0.900885876558296	0.681442371583371	AT1G67070/AT2G18840/AT4G30260/AT3G02570/AT3G62720/AT4G04920/AT4G18270/AT5G62220/AT5G22940/AT3G61130/AT3G03210/AT1G74380/AT2G34410/AT1G64440/AT5G46340/AT2G44610	16
GO:0070589	cellular component macromolecule biosynthetic process	16/3844	93/22094	0.562550740013171	0.900885876558296	0.681442371583371	AT1G67070/AT2G18840/AT4G30260/AT3G02570/AT3G62720/AT4G04920/AT4G18270/AT5G62220/AT5G22940/AT3G61130/AT3G03210/AT1G74380/AT2G34410/AT1G64440/AT5G46340/AT2G44610	16
GO:0006081	cellular aldehyde metabolic process	9/3844	52/22094	0.563996811329419	0.900885876558296	0.681442371583371	AT5G42890/AT4G34350/AT1G53280/AT2G31350/AT5G01410/AT4G13830/AT4G34240/AT1G11840/AT2G41530	9
GO:0009788	negative regulation of abscisic acid-activated signaling pathway	9/3844	52/22094	0.563996811329419	0.900885876558296	0.681442371583371	AT3G11410/AT1G07430/AT1G48270/AT5G11310/AT5G41560/AT2G19430/AT5G08335/AT5G18190/AT5G66070	9
GO:1901420	negative regulation of response to alcohol	9/3844	52/22094	0.563996811329419	0.900885876558296	0.681442371583371	AT3G11410/AT1G07430/AT1G48270/AT5G11310/AT5G41560/AT2G19430/AT5G08335/AT5G18190/AT5G66070	9
GO:1905958	negative regulation of cellular response to alcohol	9/3844	52/22094	0.563996811329419	0.900885876558296	0.681442371583371	AT3G11410/AT1G07430/AT1G48270/AT5G11310/AT5G41560/AT2G19430/AT5G08335/AT5G18190/AT5G66070	9
GO:0009069	serine family amino acid metabolic process	10/3844	58/22094	0.566697254683113	0.903990009474465	0.683790380083832	AT2G26080/AT1G08490/AT2G20860/AT3G01120/AT3G13110/AT1G79230/AT4G37930/AT4G34200/AT3G62030/AT2G35120	10
GO:0034440	lipid oxidation	10/3844	58/22094	0.566697254683113	0.903990009474465	0.683790380083832	AT4G14430/AT1G65520/AT5G25760/AT5G42890/AT4G39850/AT2G42790/AT1G07420/AT3G01420/AT3G51840/AT4G04320	10
GO:0009626	plant-type hypersensitive response	11/3844	64/22094	0.569294129101	0.907526288580233	0.686465269859684	AT4G02640/AT5G64930/AT4G37990/AT1G77300/AT4G03110/AT1G29340/AT5G16840/AT5G61900/AT5G13190/AT1G67950/AT4G37930	11
GO:0009116	nucleoside metabolic process	12/3844	70/22094	0.571797771502456	0.910909325115321	0.689024244863744	AT1G71100/AT5G23070/AT1G79470/AT1G32380/AT5G18860/AT2G44530/AT3G27440/AT5G66360/AT4G26510/AT3G53900/AT3G27190/AT2G42910	12
GO:0051235	maintenance of location	13/3844	76/22094	0.574216988606024	0.914153445860791	0.691478142068728	AT2G23310/AT1G29760/AT4G39220/AT1G48090/AT2G18240/AT2G19760/AT1G29060/AT3G11050/AT5G01600/AT3G05500/AT5G24740/AT2G21600/AT1G29330	13
GO:0002181	cytoplasmic translation	14/3844	82/22094	0.576559334356361	0.917270946331105	0.693836261969575	AT5G11900/AT3G44150/AT5G20920/AT1G71350/AT4G11420/AT3G06700/AT2G15910/AT3G11800/AT2G46290/AT2G46280/AT1G77840/AT5G19485/AT1G54270/AT3G04770	14
GO:0044262	cellular carbohydrate metabolic process	73/3844	426/22094	0.577578272422614	0.918280236048736	0.694599702485952	AT3G12060/AT4G26260/AT3G55070/AT1G71100/AT5G11110/AT5G63370/AT2G43900/AT1G56560/AT5G16760/AT1G71880/AT2G18840/AT1G65580/AT3G14570/AT1G62660/AT4G30260/AT5G06700/AT1G12240/AT1G02640/AT3G58560/AT3G62720/AT4G25840/AT4G04920/AT1G48270/AT5G62220/AT3G17770/AT1G43670/AT4G08170/AT5G61410/AT2G02860/AT1G67140/AT2G22240/AT5G03650/AT5G22940/AT5G15070/AT4G18990/AT5G56640/AT3G61130/AT3G22200/AT5G55700/AT3G23920/AT2G20680/AT3G03210/AT1G74380/AT3G06580/AT3G02360/AT5G63840/AT4G09020/AT2G14750/AT4G03550/AT5G65685/AT4G13830/AT2G34410/AT1G05630/AT5G64380/AT5G63990/AT4G33770/AT1G64440/AT4G38190/AT3G22380/AT3G54270/AT2G31960/AT1G78580/AT3G01640/AT2G36190/AT3G27190/AT5G46340/AT3G10370/AT1G60140/AT1G15690/AT2G44610/AT4G00830/AT5G24300/AT3G02870	73
GO:0015711	organic anion transport	29/3844	170/22094	0.578396590011723	0.918753372187599	0.694957589118364	AT3G10600/AT2G22500/AT1G59820/AT4G32272/AT4G01100/AT5G07320/AT1G80510/AT3G11900/AT1G06890/AT4G39650/AT5G65000/AT5G47560/AT1G14560/AT1G26130/AT4G39850/AT5G01340/AT1G78560/AT1G58030/AT4G21120/AT4G29070/AT2G29940/AT3G13050/AT5G04930/AT3G30390/AT4G24570/AT4G39390/AT1G54280/AT4G22310/AT2G42005	29
GO:0016051	carbohydrate biosynthetic process	60/3844	351/22094	0.582491178409475	0.918753372187599	0.694957589118364	AT3G12060/AT3G20770/AT4G26260/AT3G55070/AT1G71100/AT5G11110/AT5G63370/AT1G02720/AT2G46760/AT1G67070/AT1G76560/AT4G30440/AT2G18840/AT3G14570/AT4G30260/AT5G06700/AT3G58560/AT3G62720/AT4G25840/AT1G14020/AT4G04920/AT1G48270/AT5G03690/AT5G62220/AT1G12840/AT2G38650/AT1G43670/AT5G61410/AT2G22240/AT2G04650/AT5G03650/AT5G22940/AT1G06780/AT3G61130/AT3G03210/AT1G74380/AT5G63840/AT5G28840/AT2G14750/AT4G03550/AT5G65685/AT2G34410/AT3G62660/AT5G64380/AT5G65690/AT1G74350/AT1G64440/AT4G38190/AT3G54270/AT2G31960/AT4G37870/AT3G27190/AT5G46340/AT3G53920/AT1G60140/AT2G44610/AT4G00830/AT5G24300/AT3G02870/AT3G05120	60
GO:0044042	glucan metabolic process	38/3844	223/22094	0.584100568100141	0.918753372187599	0.694957589118364	AT3G12060/AT1G71100/AT5G20940/AT5G63370/AT2G18840/AT3G14570/AT4G30260/AT5G06700/AT3G58560/AT3G62720/AT4G04920/AT5G62220/AT3G47040/AT1G43670/AT1G67140/AT5G03650/AT4G18990/AT5G55700/AT3G23920/AT1G74380/AT3G47050/AT3G47000/AT5G63840/AT4G09020/AT4G03550/AT3G62710/AT5G65685/AT2G34410/AT1G64440/AT4G38190/AT3G22380/AT2G31960/AT2G36190/AT3G27190/AT5G46340/AT1G15690/AT2G44610/AT5G24300	38
GO:0031347	regulation of defense response	44/3844	258/22094	0.584125974283796	0.918753372187599	0.694957589118364	AT5G50780/AT4G12560/AT3G15210/AT5G21100/AT1G02660/AT5G20900/AT5G35620/AT4G04920/AT1G33520/AT4G02195/AT1G77470/AT1G77300/AT3G59280/AT4G37460/AT3G14840/AT2G43790/AT4G02550/AT4G32770/AT3G62590/AT1G26190/AT5G16840/AT2G48070/AT4G03550/AT5G61900/AT5G13220/AT1G74950/AT5G66850/AT5G26240/AT5G13190/AT4G15900/AT5G66210/AT1G67950/AT4G19040/AT1G49040/AT1G08860/AT3G09840/AT5G24590/AT4G05040/AT5G42950/AT4G00020/AT4G00830/AT3G12620/AT3G57860/AT5G25440	44
GO:0006835	dicarboxylic acid transport	5/3844	29/22094	0.585127069603551	0.918753372187599	0.694957589118364	AT2G22500/AT5G47560/AT5G01340/AT4G21120/AT4G24570	5
GO:0002253	activation of immune response	6/3844	35/22094	0.585374830395933	0.918753372187599	0.694957589118364	AT3G15210/AT1G33520/AT2G43790/AT4G03550/AT4G15900/AT5G25440	6
GO:0006740	NADPH regeneration	6/3844	35/22094	0.585374830395933	0.918753372187599	0.694957589118364	AT5G13110/AT1G71100/AT5G03690/AT2G01290/AT5G61410/AT3G02360	6
GO:0010166	wax metabolic process	6/3844	35/22094	0.585374830395933	0.918753372187599	0.694957589118364	AT4G13840/AT5G01270/AT4G22330/AT4G34100/AT3G46960/AT1G06350	6
GO:0010583	response to cyclopentenone	6/3844	35/22094	0.585374830395933	0.918753372187599	0.694957589118364	AT1G70710/AT1G44110/AT4G32280/AT5G23860/AT3G11700/AT3G11520	6
GO:0033866	nucleoside bisphosphate biosynthetic process	6/3844	35/22094	0.585374830395933	0.918753372187599	0.694957589118364	AT1G24180/AT1G28960/AT4G35360/AT1G60440/AT4G04320/AT5G36880	6
GO:0034030	ribonucleoside bisphosphate biosynthetic process	6/3844	35/22094	0.585374830395933	0.918753372187599	0.694957589118364	AT1G24180/AT1G28960/AT4G35360/AT1G60440/AT4G04320/AT5G36880	6
GO:0034033	purine nucleoside bisphosphate biosynthetic process	6/3844	35/22094	0.585374830395933	0.918753372187599	0.694957589118364	AT1G24180/AT1G28960/AT4G35360/AT1G60440/AT4G04320/AT5G36880	6
GO:0000162	tryptophan biosynthetic process	4/3844	23/22094	0.585797248064154	0.918753372187599	0.694957589118364	AT4G27070/AT2G04400/AT5G54810/AT5G57890	4
GO:0001678	cellular glucose homeostasis	4/3844	23/22094	0.585797248064154	0.918753372187599	0.694957589118364	AT3G20040/AT1G50460/AT1G76030/AT4G14410	4
GO:0046219	indolalkylamine biosynthetic process	4/3844	23/22094	0.585797248064154	0.918753372187599	0.694957589118364	AT4G27070/AT2G04400/AT5G54810/AT5G57890	4
GO:0016072	rRNA metabolic process	45/3844	264/22094	0.586004189740929	0.918753372187599	0.694957589118364	AT4G10960/AT5G35910/AT2G47990/AT3G63140/AT1G06380/AT1G04635/AT1G04230/AT1G70200/AT4G21770/AT1G66260/AT5G16780/AT5G20600/AT1G12244/AT1G67120/AT2G25870/AT1G75660/AT3G58660/AT4G02720/AT4G09730/AT1G31970/AT2G01250/AT1G45230/AT1G01040/AT4G02400/AT5G02610/AT3G07170/AT5G64140/AT4G32720/AT1G64440/AT2G44820/AT5G66360/AT3G24506/AT1G26550/AT3G01540/AT5G27700/AT2G34160/AT5G55920/AT1G17690/AT1G31817/AT2G27530/AT2G39780/AT3G14700/AT2G47420/AT3G24080/AT2G36160	45
GO:0000038	very long-chain fatty acid metabolic process	7/3844	41/22094	0.586141354011912	0.918753372187599	0.694957589118364	AT4G13840/AT4G36830/AT1G67730/AT2G45670/AT5G47120/AT4G39850/AT1G75000	7
GO:0006986	response to unfolded protein	8/3844	47/22094	0.587219986137976	0.918753372187599	0.694957589118364	AT3G10800/AT4G17420/AT1G42990/AT1G16030/AT5G24360/AT4G37910/AT2G40950/AT4G04860	8
GO:0044743	protein transmembrane import into intracellular organelle	8/3844	47/22094	0.587219986137976	0.918753372187599	0.694957589118364	AT5G25760/AT3G59280/AT3G07910/AT5G56290/AT5G23395/AT5G47040/AT2G36070/AT5G17710	8
GO:0050776	regulation of immune response	19/3844	112/22094	0.58731932357438	0.918753372187599	0.694957589118364	AT2G33550/AT3G15210/AT4G04920/AT1G33520/AT1G77300/AT3G14840/AT2G43790/AT1G26190/AT5G16840/AT4G03550/AT5G13220/AT5G66850/AT5G26240/AT5G13190/AT4G15900/AT1G67950/AT1G49040/AT4G00830/AT5G25440	19
GO:0010105	negative regulation of ethylene-activated signaling pathway	3/3844	17/22094	0.588263779763333	0.918753372187599	0.694957589118364	AT3G15210/AT1G50640/AT1G04310	3
GO:0010215	cellulose microfibril organization	3/3844	17/22094	0.588263779763333	0.918753372187599	0.694957589118364	AT3G20580/AT3G16860/AT4G27110	3
GO:0016180	snRNA processing	3/3844	17/22094	0.588263779763333	0.918753372187599	0.694957589118364	AT2G01730/AT3G07530/AT5G51170	3
GO:0019685	photosynthesis, dark reaction	3/3844	17/22094	0.588263779763333	0.918753372187599	0.694957589118364	AT1G76560/AT5G61410/AT3G53920	3
GO:0070298	negative regulation of phosphorelay signal transduction system	3/3844	17/22094	0.588263779763333	0.918753372187599	0.694957589118364	AT3G15210/AT1G50640/AT1G04310	3
GO:0071028	nuclear mRNA surveillance	3/3844	17/22094	0.588263779763333	0.918753372187599	0.694957589118364	AT5G35910/AT2G19560/AT1G03140	3
GO:0097501	stress response to metal ion	3/3844	17/22094	0.588263779763333	0.918753372187599	0.694957589118364	AT3G57480/AT1G63440/AT4G39410	3
GO:0062012	regulation of small molecule metabolic process	21/3844	124/22094	0.591259871864687	0.919104071927897	0.695222863187989	AT3G20770/AT3G55070/AT5G22070/AT1G48270/AT3G59410/AT3G51770/AT1G67140/AT2G04650/AT5G15070/AT4G17600/AT5G25752/AT2G14750/AT4G13830/AT5G57740/AT4G21070/AT1G80360/AT1G08030/AT4G01900/AT4G03560/AT4G00830/AT4G04320	21
GO:0048509	regulation of meristem development	22/3844	130/22094	0.593165469657933	0.919104071927897	0.695222863187989	AT3G50310/AT5G12840/AT1G71696/AT1G44900/AT2G27100/AT1G70940/AT5G62430/AT1G20930/AT5G65000/AT1G03840/AT5G55300/AT2G43790/AT5G19280/AT5G23150/AT1G65470/AT1G04080/AT1G08030/AT1G69380/AT1G72390/AT5G24740/AT3G15150/AT1G28420	22
GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT5G27700/AT3G24080	2
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT3G03070/AT4G34700	2
GO:0006538	glutamate catabolic process	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT1G65960/AT3G22200	2
GO:0006616	SRP-dependent cotranslational protein targeting to membrane, translocation	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT5G60460/AT2G45070	2
GO:0006655	phosphatidylglycerol biosynthetic process	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT3G58830/AT3G55030	2
GO:0006771	riboflavin metabolic process	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT4G11570/AT2G22450	2
GO:0009231	riboflavin biosynthetic process	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT4G11570/AT2G22450	2
GO:0009405	pathogenesis	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT2G43510/AT1G32070	2
GO:0018026	peptidyl-lysine monomethylation	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT5G14260/AT1G66680	2
GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT4G34350/AT4G13830	2
GO:0036065	fucosylation	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT4G32272/AT3G19280	2
GO:0043270	positive regulation of ion transport	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT2G28910/AT1G15020	2
GO:0051099	positive regulation of binding	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT4G31400/AT5G15540	2
GO:1904062	regulation of cation transmembrane transport	2/3844	11/22094	0.594912629449717	0.919104071927897	0.695222863187989	AT2G31500/AT1G35670	2
GO:0051094	positive regulation of developmental process	23/3844	136/22094	0.5950313631493	0.919104071927897	0.695222863187989	AT2G43410/AT1G07430/AT2G02820/AT5G24860/AT4G02640/AT3G22590/AT3G54620/AT3G44110/AT2G30470/AT5G55390/AT1G77850/AT4G39850/AT4G15880/AT3G27930/AT4G04885/AT2G42400/AT4G39410/AT5G40490/AT2G19450/AT3G48990/AT1G18100/AT1G54830/AT3G02860	23
GO:0043648	dicarboxylic acid metabolic process	15/3844	89/22094	0.597623157320167	0.922510730239535	0.697799706026202	AT2G16370/AT3G29200/AT1G65960/AT3G22200/AT1G48850/AT4G33510/AT3G59890/AT3G15020/AT3G48990/AT2G44040/AT2G45300/AT4G34570/AT4G37930/AT2G47510/AT2G28880	15
GO:0006869	lipid transport	22/3844	131/22094	0.608546454547354	0.938159414757316	0.709636584555917	AT1G59820/AT3G05420/AT2G34690/AT3G11670/AT4G27780/AT5G64080/AT5G42890/AT1G27695/AT5G61730/AT1G26130/AT4G39850/AT5G61700/AT3G47730/AT1G65410/AT4G29070/AT2G29940/AT5G04930/AT3G47780/AT2G33470/AT1G54280/AT1G01020/AT5G53470	22
GO:0006875	cellular metal ion homeostasis	22/3844	131/22094	0.608546454547354	0.938159414757316	0.709636584555917	AT4G37270/AT5G26820/AT5G14870/AT5G59030/AT4G22220/AT3G13772/AT2G23790/AT3G59820/AT1G29060/AT3G11050/AT5G23630/AT5G01600/AT5G03570/AT3G13320/AT1G53210/AT1G07670/AT4G32060/AT5G53010/AT1G04450/AT4G08230/AT3G18290/AT2G46800	22
GO:0006096	glycolytic process	9/3844	54/22094	0.612325756194013	0.940391537240408	0.711324992464313	AT4G26390/AT3G20040/AT1G50460/AT5G03690/AT4G32840/AT5G61580/AT2G29560/AT3G52990/AT2G36580	9
GO:0006757	ATP generation from ADP	9/3844	54/22094	0.612325756194013	0.940391537240408	0.711324992464313	AT4G26390/AT3G20040/AT1G50460/AT5G03690/AT4G32840/AT5G61580/AT2G29560/AT3G52990/AT2G36580	9
GO:0009081	branched-chain amino acid metabolic process	9/3844	54/22094	0.612325756194013	0.940391537240408	0.711324992464313	AT2G26800/AT5G65780/AT4G13360/AT1G71180/AT3G20390/AT2G31810/AT1G50110/AT5G57850/AT3G48560	9
GO:0030244	cellulose biosynthetic process	10/3844	60/22094	0.612500173942751	0.940391537240408	0.711324992464313	AT3G12060/AT1G71100/AT2G18840/AT4G30260/AT5G06700/AT4G04920/AT5G63840/AT4G38190/AT3G27190/AT2G44610	10
GO:0046939	nucleotide phosphorylation	11/3844	66/22094	0.612921800290164	0.940391537240408	0.711324992464313	AT4G26390/AT3G20040/AT3G14890/AT1G50460/AT5G03690/AT5G35170/AT4G32840/AT5G61580/AT2G29560/AT3G52990/AT2G36580	11
GO:0006635	fatty acid beta-oxidation	7/3844	42/22094	0.613144733451974	0.940391537240408	0.711324992464313	AT4G14430/AT1G65520/AT5G25760/AT5G42890/AT4G39850/AT2G42790/AT3G51840	7
GO:0010109	regulation of photosynthesis	7/3844	42/22094	0.613144733451974	0.940391537240408	0.711324992464313	AT1G76560/AT3G11670/AT3G01480/AT4G27800/AT4G26160/AT1G68890/AT1G32070	7
GO:2000022	regulation of jasmonic acid mediated signaling pathway	7/3844	42/22094	0.613144733451974	0.940391537240408	0.711324992464313	AT5G20900/AT4G04920/AT1G16310/AT5G13220/AT1G74950/AT1G71020/AT1G15380	7
GO:0009112	nucleobase metabolic process	6/3844	36/22094	0.614511415662457	0.940841662944776	0.711665473690045	AT1G30820/AT1G27450/AT5G26667/AT3G20330/AT3G53900/AT3G27190	6
GO:0000041	transition metal ion transport	14/3844	84/22094	0.615115182511858	0.940841662944776	0.711665473690045	AT5G26820/AT5G59030/AT2G30080/AT1G07030/AT3G11050/AT5G01600/AT3G08650/AT5G03570/AT3G13320/AT3G20870/AT5G53010/AT2G38460/AT1G60960/AT2G46800	14
GO:0045087	innate immune response	63/3844	372/22094	0.615321529963634	0.940841662944776	0.711665473690045	AT4G39260/AT5G27420/AT1G14200/AT2G27880/AT3G15210/AT2G34690/AT4G22330/AT2G21660/AT5G06320/AT3G03970/AT1G79090/AT4G02640/AT4G04920/AT1G33520/AT5G64930/AT2G41160/AT5G51200/AT5G24360/AT3G23170/AT4G37990/AT1G77300/AT4G03110/AT5G37770/AT2G20580/AT4G37460/AT1G32230/AT3G14840/AT2G43790/AT1G29340/AT3G04740/AT1G51660/AT3G62800/AT4G16950/AT1G26190/AT5G16840/AT1G01040/AT1G75040/AT4G03550/AT5G61900/AT5G13220/AT3G15356/AT5G66850/AT3G60820/AT2G40690/AT5G26240/AT5G13190/AT4G15900/AT1G08030/AT1G56510/AT4G16860/AT3G56740/AT1G67950/AT1G04300/AT1G49040/AT4G37870/AT4G37930/AT3G01420/AT4G22820/AT1G09970/AT1G64790/AT4G00830/AT5G25440/AT3G63190	63
GO:0006364	rRNA processing	43/3844	255/22094	0.615562814125428	0.940841662944776	0.711665473690045	AT4G10960/AT5G35910/AT2G47990/AT3G63140/AT1G06380/AT1G04635/AT1G04230/AT1G70200/AT4G21770/AT1G66260/AT5G16780/AT5G20600/AT1G12244/AT1G67120/AT2G25870/AT1G75660/AT3G58660/AT4G02720/AT4G09730/AT1G31970/AT2G01250/AT1G45230/AT4G02400/AT5G02610/AT3G07170/AT5G64140/AT4G32720/AT1G64440/AT2G44820/AT5G66360/AT3G24506/AT1G26550/AT3G01540/AT5G27700/AT2G34160/AT5G55920/AT1G17690/AT1G31817/AT2G27530/AT3G14700/AT2G47420/AT3G24080/AT2G36160	43
GO:0010192	mucilage biosynthetic process	5/3844	30/22094	0.616985322873779	0.940841662944776	0.711665473690045	AT1G02720/AT5G22740/AT1G21070/AT1G63930/AT1G53500	5
GO:0043467	regulation of generation of precursor metabolites and energy	5/3844	30/22094	0.616985322873779	0.940841662944776	0.711665473690045	AT3G11670/AT4G38680/AT3G01480/AT1G68890/AT1G32070	5
GO:0046460	neutral lipid biosynthetic process	5/3844	30/22094	0.616985322873779	0.940841662944776	0.711665473690045	AT1G12640/AT5G61730/AT1G63050/AT5G53380/AT2G19450	5
GO:0046463	acylglycerol biosynthetic process	5/3844	30/22094	0.616985322873779	0.940841662944776	0.711665473690045	AT1G12640/AT5G61730/AT1G63050/AT5G53380/AT2G19450	5
GO:1903409	reactive oxygen species biosynthetic process	5/3844	30/22094	0.616985322873779	0.940841662944776	0.711665473690045	AT1G77760/AT1G32230/AT1G04970/AT2G48070/AT3G02860	5
GO:0045488	pectin metabolic process	28/3844	167/22094	0.617378092895504	0.940841662944776	0.711665473690045	AT5G64640/AT2G47030/AT2G43050/AT5G09760/AT1G02720/AT3G01270/AT3G24670/AT2G18840/AT4G30260/AT1G67750/AT5G06700/AT4G15980/AT1G14020/AT4G04920/AT4G33230/AT2G38650/AT1G06780/AT3G61130/AT3G05610/AT3G17060/AT5G07420/AT3G62660/AT4G13710/AT1G14420/AT2G02720/AT2G26450/AT5G07430/AT1G15690	28
GO:0034660	ncRNA metabolic process	78/3844	460/22094	0.61905503051156	0.942606270858225	0.713000247197705	AT4G00060/AT1G68460/AT1G24450/AT4G10960/AT5G35910/AT2G47990/AT5G14460/AT3G44150/AT4G10320/AT1G71800/AT2G27100/AT3G63140/AT1G06380/AT1G04635/AT5G38830/AT1G34150/AT1G04230/AT2G01730/AT1G70200/AT4G35910/AT4G21770/AT2G30320/AT4G03430/AT1G66260/AT5G26710/AT5G16780/AT5G20600/AT3G07420/AT1G12244/AT1G67120/AT5G20040/AT2G25870/AT2G15910/AT1G75660/AT3G58660/AT4G02720/AT4G09730/AT2G45730/AT1G31970/AT2G01250/AT1G45230/AT1G01040/AT3G11800/AT2G27760/AT3G07530/AT4G02400/AT1G25350/AT5G02610/AT1G74700/AT3G07170/AT5G64140/AT4G32720/AT5G24670/AT2G25840/AT1G64440/AT2G44820/AT5G66360/AT3G24506/AT1G26550/AT5G52040/AT3G01540/AT5G27700/AT2G34160/AT2G33730/AT5G19820/AT5G51170/AT5G55920/AT1G17690/AT1G31817/AT2G27530/AT2G39780/AT1G07910/AT3G14700/AT2G47420/AT5G39930/AT3G24080/AT1G70980/AT2G36160	78
GO:0022603	regulation of anatomical structure morphogenesis	30/3844	179/22094	0.620199781581211	0.942606270858225	0.713000247197705	AT3G50310/AT5G04990/AT5G13150/AT2G41630/AT2G31650/AT3G18550/AT1G20930/AT5G23430/AT5G49430/AT2G31500/AT3G16320/AT2G43790/AT5G19280/AT1G61210/AT4G28540/AT3G63310/AT5G67260/AT4G20260/AT1G65470/AT5G41520/AT5G66210/AT1G35670/AT1G50610/AT5G13990/AT2G17800/AT4G34390/AT1G60420/AT5G03500/AT4G26930/AT3G51300	30
GO:0009269	response to desiccation	4/3844	24/22094	0.621299108178746	0.942606270858225	0.713000247197705	AT4G38680/AT2G46140/AT1G05260/AT4G39090	4
GO:0016073	snRNA metabolic process	4/3844	24/22094	0.621299108178746	0.942606270858225	0.713000247197705	AT5G35910/AT2G01730/AT3G07530/AT5G51170	4
GO:0032350	regulation of hormone metabolic process	4/3844	24/22094	0.621299108178746	0.942606270858225	0.713000247197705	AT2G42330/AT3G08510/AT1G80360/AT2G47170	4
GO:0032885	regulation of polysaccharide biosynthetic process	4/3844	24/22094	0.621299108178746	0.942606270858225	0.713000247197705	AT5G63370/AT4G04920/AT1G74350/AT3G27190	4
GO:0042548	regulation of photosynthesis, light reaction	4/3844	24/22094	0.621299108178746	0.942606270858225	0.713000247197705	AT3G11670/AT3G01480/AT1G68890/AT1G32070	4
GO:0042304	regulation of fatty acid biosynthetic process	3/3844	18/22094	0.629007782516613	0.951279660956093	0.719560917835077	AT4G21070/AT4G01900/AT4G03560	3
GO:0045861	negative regulation of proteolysis	3/3844	18/22094	0.629007782516613	0.951279660956093	0.719560917835077	AT5G65000/AT3G45220/AT3G53970	3
GO:0046885	regulation of hormone biosynthetic process	3/3844	18/22094	0.629007782516613	0.951279660956093	0.719560917835077	AT2G42330/AT3G08510/AT1G80360	3
GO:1905428	regulation of plant organ formation	3/3844	18/22094	0.629007782516613	0.951279660956093	0.719560917835077	AT3G18550/AT5G41520/AT5G66210	3
GO:2001057	reactive nitrogen species metabolic process	3/3844	18/22094	0.629007782516613	0.951279660956093	0.719560917835077	AT1G77760/AT5G37770/AT1G32230	3
GO:0010393	galacturonan metabolic process	28/3844	168/22094	0.630719076496151	0.951305647301015	0.719580574261017	AT5G64640/AT2G47030/AT2G43050/AT5G09760/AT1G02720/AT3G01270/AT3G24670/AT2G18840/AT4G30260/AT1G67750/AT5G06700/AT4G15980/AT1G14020/AT4G04920/AT4G33230/AT2G38650/AT1G06780/AT3G61130/AT3G05610/AT3G17060/AT5G07420/AT3G62660/AT4G13710/AT1G14420/AT2G02720/AT2G26450/AT5G07430/AT1G15690	28
GO:0072521	purine-containing compound metabolic process	40/3844	239/22094	0.633462855563284	0.951305647301015	0.719580574261017	AT1G76490/AT1G24180/AT2G17370/AT1G28960/AT1G79470/AT4G26390/AT3G20040/AT1G50460/AT5G03690/AT1G32380/AT5G35170/AT5G18860/AT4G35360/AT1G60440/AT1G80230/AT1G64570/AT5G40270/AT4G32840/AT2G44530/AT2G33040/AT5G08680/AT4G16566/AT1G27450/AT5G26667/AT5G61580/AT2G26230/AT5G55070/AT3G52300/AT5G47030/AT5G66360/AT2G29560/AT3G52990/AT4G17360/AT5G05930/AT4G11820/AT5G47435/AT2G42910/AT2G36580/AT4G04320/AT5G36880	40
GO:0042127	regulation of cell population proliferation	12/3844	73/22094	0.633635613356822	0.951305647301015	0.719580574261017	AT1G69220/AT1G44900/AT3G07870/AT1G20930/AT2G38620/AT3G04740/AT4G16420/AT5G67260/AT3G08730/AT3G54180/AT5G02320/AT3G15150	12
GO:0046916	cellular transition metal ion homeostasis	10/3844	61/22094	0.634469598948191	0.951305647301015	0.719580574261017	AT4G37270/AT5G26820/AT5G59030/AT4G22220/AT3G13772/AT3G11050/AT5G01600/AT5G03570/AT3G18290/AT2G46800	10
GO:2000280	regulation of root development	16/3844	97/22094	0.634479751278923	0.951305647301015	0.719580574261017	AT3G50310/AT3G62020/AT2G02820/AT1G71696/AT2G31650/AT1G44900/AT1G70940/AT3G51770/AT2G43790/AT1G31880/AT1G08030/AT1G69380/AT4G34390/AT5G24740/AT1G53910/AT3G15150	16
